,cid,smiles,NR3C1
1029,60185009,Cc1ccc(cc1)c2ccc(cc2)[C@@H]3[C@@H]4CN(Cc5ccccc5F)C[C@H]3N4,0
1030,54669306,CN(C)CC#Cc1ccc(cc1)[C@H]2[C@H](CO)N3CCCCN(CC4CC4)C[C@H]23,0
1031,6539732,Ic1cccc(CSc2oc(nn2)c3ccncc3)c1,0
1032,2820,Clc1ccc2Nc3ccccc3C(=Nc2c1)N4CCNCC4,1
1033,44623872,CS(=O)(=O)c1ccc(cc1[N+](=O)[O-])C(=O)OCC(=O)N2CCOCC2,0
1034,2950,Oc1cccc2C(=O)c3cccc(O)c3C(=O)c12,0
1035,637213,COc1ccc(\C=C\c2cc(O)cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c2)cc1O,0
1036,44224143,OC1(Cc2ccccc2)CCN(CC1)c3ncnc4sccc34,0
1037,9882625,CC[C@@H]1CN2C(=O)N(C)c3nc([nH]c3C2=N1)c4ccccc4,0
1038,44504931,COc1ccc(cc1)S(=O)(=O)N(C)C[C@@H]2OCc3cnnn3CCCC(=O)N(C[C@H]2C)[C@@H](C)CO,0
1039,54637704,C[C@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)[C@H](Cc2ccccc2)N(C)C)OCc3ccccc3c4c(C1=O)n(C)c5ccccc45,0
1040,74865,NCCc1ccccc1O,0
1041,4039,CN(C)CCOC(=O)COc1ccc(Cl)cc1,1
1042,56835416,C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)CCC(F)(F)F)OCc2ccccc2c3c(C1=O)n(C)c4ccccc34,0
1043,17757086,CC(=O)Nc1ccc(CNc2ncnc3ccc(cc23)c4c(C)onc4C)cc1,0
1044,24761960,CCC(=O)N1CCc2cc(ccc12)c3csc(NC(=O)c4occc4)n3,0
1045,54649329,CO[C@@H](CN(C)S(=O)(=O)c1ccc(Cl)cc1)[C@H](C)CN([C@H](C)CO)S(=O)(=O)c2cccc(Cl)c2,0
1046,444008,C[C@@H]1CC2=C(CCC(=O)C2)[C@H]3CC[C@@]4(C)[C@@H](CC[C@@]4(O)C#C)[C@H]13,0
1047,3685735,CN1C(=NC(=O)CCl)Sc2ccccc12,0
1048,2844045,OC(=O)CCN1C(=O)c2cccc3c(ccc(C1=O)c23)[N+](=O)[O-],0
1049,44487621,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)S(=O)(=O)c2cccs2)Oc3ccc(cc3CC1=O)N(C)C,0
1050,54664879,COc1ccc(cc1)c2ccc3N(C)[C@@H](CO)[C@@H]4CCN([C@@H]4c3c2)C(=O)NC5CCCCC5,0
1051,5335,Nc1ccc(cc1)S(=O)(=O)Nc2ccnn2c3ccccc3,1
1052,9911463,COc1ccc2c(c1)c(CCN3CCOCC3)c(C)n2C(=O)c4cccc(Cl)c4Cl,0
1053,77991,CCN(C)C(=O)Oc1cccc(c1)[C@H](C)N(C)C,0
1054,54618908,C[C@H](CO)N1C[C@@H](C)[C@H](CN(C)Cc2ccccc2)Oc3cc(\C=C\c4ccccc4)ccc3S1(=O)=O,0
1056,2332853,Cc1noc(NS(=O)(=O)c2ccc(NC(=O)c3cc(nc4ccccc34)c5ccccc5Cl)cc2)c1C,0
1057,56835250,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)S(=O)(=O)c2cccc(F)c2)OCc3ccccc3c4c(C1=O)n(C)c5ccccc45,0
1058,54649085,CO[C@H](CN(C)Cc1nccs1)[C@@H](C)CN([C@@H](C)CO)S(=O)(=O)c2ccc(C)cc2,0
1059,2819320,Cc1c(scc1S(=O)(=O)c2ccc(Cl)cc2)C(=O)Nc3ccc(F)cc3F,0
1060,3245746,CCOc1ccc(NC(=O)CN2CCN(CC(=O)Nc3cc(OC)cc(OC)c3)CC2)cc1,0
1061,4781,CCCCC1C(=O)N(N(C1=O)c2ccccc2)c3ccccc3,1
1062,45100444,C(Nc1nc(nc2c1ncn2c3ccsc3)N4CCOCC4)c5nc6cc7ccccc7cc6[nH]5,0
1063,4659569,Cc1ccc(cc1)C(=O)c2cc(O)c(O)c(c2)[N+](=O)[O-],0
1064,9905190,Oc1ccc(\C=C(\C#N)/C(=O)OC\C=C\c2ccccc2)cc1O,0
1065,5738263,O=C1N(Cc2ccccc2)C(=Nc3ccccc13)\C=C\c4cccnc4,0
1066,1300352,Cn1c(SCC(=O)n2c3CCCCc3c4ccccc24)nnc1c5occc5,0
1067,5311221,CC(C)OC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1CC[C@@H](O)CCc2ccccc2,0
1068,19529,CN(C(=O)C(Cl)Cl)c1ccc(OC(=O)c2occc2)cc1,1
1069,4748,OCCN1CCN(CCCN2c3ccccc3Sc4ccc(Cl)cc24)CC1,1
1070,44630539,Clc1cccc(c1)c2cc3nc(Cl)cc(N4CCN(CC4)C(=O)c5ccccc5)n3n2,0
1071,2016258,COC(=O)c1cn(C(=O)c2cccc3ccccc23)c4ccccc14,0
1072,50287,CNC(=NC#N)NCCSCc1csc(N=C(N)N)n1,1
1073,3463,Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,1
1074,1853,O=C1Nc2ccccc2c3ccccc13,1
1075,44511151,OCc1ccc(CO[C@H]2C[C@H](C=C(O2)C(=O)N3CCCCC3)c4csc5ccccc45)cc1,0
1076,16114799,COc1cc2CC[C@H](NC(=O)C)c3cc(ccc3c2c(OC)c1OC)C(=O)O,0
1077,4539,CCN1C=C(C(=O)O)C(=O)c2cc(F)c(cc12)N3CCNCC3,1
1078,54618931,COc1ccc(NC(=O)N(C)C[C@H]2Oc3cc(ccc3S(=O)(=O)N(C[C@H]2C)[C@H](C)CO)C#CCC(C)C)cc1,0
1079,114811,CS(=O)(=O)c1ccc(cc1)[C@@H](O)[C@@H](CF)NC(=O)C(Cl)Cl,0
1080,70680398,Clc1ccc(CNC(=O)C[C@@H]2C\C=C\CCC(=O)N[C@@H](COC2=O)c3ccc(Cl)cc3)cc1,0
1081,789791,Cc1cc(C)c(c(C)c1)S(=O)(=O)NCC(=O)O,0
1082,4673492,CCc1cc2N(Cc3ccc(cc3)c4ccccc4c5nnn[nH]5)C(=O)CCc2c(CC)n1,1
1083,2244,CC(=O)Oc1ccccc1C(=O)O,1
1084,54646501,COCCNC(=O)C[C@@H]1C[C@@H]2[C@@H](Oc3ccc(NC(=O)Nc4ccc(cc4)C(F)(F)F)cc23)[C@H](CO)O1,0
1085,51358866,C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)Cc2ccncc2)OCCCC[C@H](C)Oc3ccc(NC(=O)CCCN(C)C)cc3C1=O,0
1086,5288382,CO[C@H]1C[C@H](C)CC2=C(OC)C(=O)C=C(NC(=O)\C(=C\C=C/[C@H](OC)[C@@H](OC(=O)N)\C(=C\[C@H](C)[C@H]1O)\C)\C)C2=O,0
1087,46907798,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)S(=O)(=O)c2ccc3OCCOc3c2)Oc4c(NC(=O)Nc5cccc6ccccc56)cccc4C1=O,0
1088,568416,Cc1cc(Cl)ccc1OCCCC(=O)NO,0
1089,5281670,OC1=C(Oc2cc(O)cc(O)c2C1=O)c3ccc(O)cc3O,1
1090,44142121,O=C(NNC(=O)c1nc2ccccc2[nH]1)OCc3ccccc3,0
1091,44202876,C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)Nc2ccccc2)Oc3c(NC(=O)Nc4ccc(cc4)C(F)(F)F)cccc3C1=O,0
1092,44618473,C[C@H](CO)N1C[C@@H](C)[C@@H](CN(C)CC2CCCCC2)OCCCC[C@@H](C)Oc3ccc(NC(=O)Nc4cccc5ccccc45)cc3C1=O,0
1093,2577,CCCCCCNC(=O)N1C=C(F)C(=O)NC1=O,0
1094,5974189,Fc1ccc(cc1)C(OCCN2CCN(C\C=C\c3ccccc3)CC2)c4ccc(F)cc4,0
1095,5330790,Nc1nc(Nc2ccc(cc2)S(=O)(=O)N)nn1C(=O)c3c(F)cccc3F,0
1096,5327,Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1,1
1097,4996,ONC(=O)CCCCCCC(=O)Nc1cccnc1,0
1098,4520732,C1CN=C(N1)c2cnc3ccccc3n2,1
1099,2333,CCc1oc2ccccc2c1C(=O)c3cc(Br)c(O)c(Br)c3,1
1100,5282443,Cc1ccc(cc1)\C(=C/CN2CCCC2)\c3ccccn3,0
1101,44202572,C[C@H](CO)N1C[C@H](C)[C@H](CN(C)Cc2ccccc2)Oc3ccc(NC(=O)Nc4ccc(F)cc4)cc3C1=O,0
1102,44498604,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)NC2CCCCC2)OCCCC[C@@H](C)Oc3ccc(NC(=O)C4CCCCC4)cc3C1=O,0
1103,2191501,Cc1nc2ccc(NC(=S)NCCCO)cc2nc1C,0
1104,4858,CN(C)CC(=O)Nc1ccc2NC(=O)c3ccccc3c2c1,0
1105,44492634,C[C@H](CO)N1C[C@H](C)[C@H](CN(C)S(=O)(=O)C)OCCCC[C@H](C)Oc2ccc(NS(=O)(=O)c3ccccc3)cc2C1=O,0
1106,107780,COc1ccc(NC(=O)c2ccc(cc2)c3ccc(cc3C)c4noc(C)n4)cc1N5CCN(C)CC5,1
1107,9799509,Cc1ccc2C(=O)c3ccccc3N(CCCN)c2c1C,0
1108,44142168,COc1cccc(Nc2ccc(cc2)N3CCCCC3)c1OC,0
1109,287263,OC(=O)CCC(=O)Nc1ccccc1C(=O)O,0
1110,6166563,OS(=O)(=O)CCN1C(=S)S\C(=C/c2cn(nc2c3ccc(cc3)S(=O)(=O)N4CCCCC4)c5ccccc5)\C1=O,0
1111,54618793,COc1ccc(NC(=O)N(C)C[C@H]2Oc3cc(ccc3S(=O)(=O)N(C[C@@H]2C)[C@H](C)CO)C#CCC(C)C)cc1,0
1112,11175137,Clc1ccc(cc1)C2(CCNCC2)c3ccc(cc3)c4cn[nH]c4,0
1113,9820766,CC(C)c1ccccc1S(=O)(=O)c2cc(N)c3ncccc3c2[N+](=O)[O-],0
1114,4472,O=C(CCNNC(=O)c1ccncc1)NCc2ccccc2,1
1115,54618636,C[C@@H](O)C#Cc1cnc2O[C@@H](CN(C)C(=O)Cc3ccncc3)[C@H](C)CN([C@@H](C)CO)C(=O)c2c1,0
1116,173614,NC(=N)c1ccc(cc1)N2CCN(CC2)C3CCN(CC(=O)O)CC3,0
1117,60185262,COc1ccc2c3c([C@@H](CO)N(CC34CCN(Cc5ccccn5)CC4)C(=O)Nc6ccc(F)cc6)n(C)c2c1,0
1118,46903778,C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)NC2CCCCC2)OCCCC[C@H](C)Oc3ccc(NC(=O)Cc4ccccc4)cc3C1=O,0
1119,1034641,Cc1ccc(cc1)N2C(=C(C#N)C(=C(C#N)C2=O)c3ccc(Cl)cc3)N,0
1120,941361,Fc1ccc(cc1)C(N2CCN(C\C=C\c3ccccc3)CC2)c4ccc(F)cc4,0
1121,11977753,CN1C(=O)N(c2ccc(cc2)C(C)(C)C#N)c3c1cnc4ccc(cc34)c5cnc6ccccc6c5,0
1122,3478,Cc1cnc(cn1)C(=O)NCCc2ccc(cc2)S(=O)(=O)NC(=O)NC3CCCCC3,1
1123,9549284,N\C(=C(\C#N)/c1ccccc1C(F)(F)F)\Sc2ccc(N)cc2,0
1124,66654,COc1cc(O)c(C(=O)C)c(OC)c1,0
1125,44505327,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)S(=O)(=O)c2ccc(C)cc2)OCc3cnnn3CCCC1=O,0
1126,54664906,CN1[C@H](CO)[C@H]2CCN([C@H]2c3cc(ccc13)c4cccc(F)c4)C(=O)C5CCOCC5,0
1127,11707110,CN1C(=O)C(=C2N(C(=O)N(C3CC3)C(=O)C2=C1Nc4ccc(I)cc4F)c5cccc(NC(=O)C)c5)C,0
1128,2390,Oc1ccc(C=C(C#N)C(=O)NCc2ccccc2)cc1O,0
1129,15945539,Cc1onc(C(=O)N2CCN(CC2)C(c3ccccc3)c4ccccc4)c1[N+](=O)[O-],0
1130,49835928,COCCN=C1S\C(=C/c2cc(C)n(c2C)c3ccc(F)cc3F)\C(=O)N1C,0
1131,44484018,C[C@H](CO)N1C[C@@H](C)[C@H](CN(C)Cc2ccncc2)Oc3ccc(NC(=O)Cc4cn(C)c5ccccc45)cc3C1=O,0
1132,54117,C[C@H]1[C@H](NC(=O)C(=NOC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,0
1133,54645834,OC[C@H]1O[C@H](CC(=O)N2CCc3ccccc3C2)C[C@@H]4[C@H]1Oc5ccc(NC(=O)Nc6ccc(cc6)C(F)(F)F)cc45,0
1134,44617370,C[C@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)NC2CCCCC2)OCCCC[C@H](C)Oc3ccc(NC(=O)Nc4ccc(cc4)C(F)(F)F)cc3C1=O,0
1135,16722836,Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc4cccc(c4)S(=O)(=O)NC(C)(C)C,0
1136,3335,OC(=O)CCC(=O)c1ccc(cc1)c2ccccc2,1
1137,5722,CCCOc1ccccc1c2nc(O)c3[nH]nnc3n2,1
1138,4122,COC(=O)Nc1nc2cc(ccc2[nH]1)C(=O)c3cccs3,1
1139,23648021,COc1ccccc1Nc2nc(NCCO)nc(n2)N3CCCC3,0
1140,6604284,CC(=O)O[C@H]1CC[C@]2(C)[C@@H]3CC[C@@]4(C)[C@H](CCC4=O)[C@@H]3CC=C2C1,1
1141,25243728,C[C@@H]1CN(CCN1S(=O)(=O)c2ccc3OCCOc3c2)S(=O)(=O)c4c(F)cccc4F,0
1142,6729207,COc1ccc(cc1)C#Cc2ccc3NC(=O)[C@@]4([C@H]([C@H]5N([C@@H]([C@@H](OC5=O)c6ccccc6)c7ccccc7)[C@H]4c8ccccc8OCCO)C(=O)N9CCCCCCC9)c3c2,0
1143,2998659,O=C(COC(=O)C12CC3CC(CC(C3)C1)C2)NCc4occc4,0
1144,2321431,Cc1cc(C)nc(n1)n2nc(C)c(Sc3ccc(F)cc3)c2N,0
1145,60191434,CS(=O)(=O)N1C[C@@H]2[C@@H]([C@H](CO)N2C(=O)C1)c3ccc(cc3)C#Cc4ccc(F)cc4,0
1146,2726824,Oc1nc(nc2CCSCc12)c3ccc(cc3)C(F)(F)F,0
1147,636403,CC1(C)[C@H](CC[C@@]2(C)[C@H]1CC[C@]3(C)[C@@H]2C(=O)C=C4[C@@H]5C[C@](C)(CC[C@]5(C)CC[C@@]34C)C(=O)O)OC(=O)CCC(=O)O,0
1148,54618758,C[C@H](CO)N1C[C@H](C)[C@H](CN(C)Cc2ccccc2)Oc3cc(\C=C\c4ccccc4)ccc3S1(=O)=O,0
1149,5280863,OC1=C(Oc2cc(O)cc(O)c2C1=O)c3ccc(O)cc3,1
1150,23646672,OC(=O)COc1c(Br)c(sc1C(=O)O)c2ccc(NC(=O)c3cccnc3)cc2,0
1151,44142164,C\C(=C/c1oc2ccccc2c1)\C3Nc4cccc5cccc(N3)c45,0
1152,44494623,C[C@H](CO)N1C[C@@H](C)[C@H](CN(C)C)OCCCC[C@@H](C)Oc2ccc(NC(=O)Nc3ccc(cc3)C(F)(F)F)cc2C1=O,0
1153,60190950,COc1cccc(NC(=O)N2C[C@H]3[C@@H]([C@@H](CO)N3C(=O)C2)c4ccc(cc4)C#CCC5CCCC5)c1,0
1154,6610300,Nc1nc(N)c(nc1Cl)C(=O)NC(=N)NCc2ccc(Cl)cc2Cl,0
1155,6604918,CCN1C(=O)N=C(c2cccc(Cl)c2)c3ccc(CC)nc13,1
1156,119607,Cc1onc(c2ccccc2)c1c3ccc(cc3)S(=O)(=O)N,0
1157,24785538,C[C@]1(CCCN1c2nc(Nc3cc([nH]n3)C4CC4)c5cccn5n2)C(=O)Nc6ccc(F)nc6,0
1158,3639,NS(=O)(=O)c1cc2c(NCNS2(=O)=O)cc1Cl,1
1159,1697,O=C1NC(=O)c2cc(Nc3ccccc3)c(Nc4ccccc4)cc12,0
1160,19103,Oc1ccc(N=O)c2cccnc12,0
1161,133008,Cc1c(onc1C2CCN(CCc3ccccc3)CC2)c4ccc(Cl)cc4,1
1162,3561,Clc1cc(Cl)c(OCC#CI)cc1Cl,0
1163,57242,CCCN1CCC[C@@H]2Cc3nc(N)ncc3C[C@@H]12,1
1164,104850,Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(Cl)cc3)C(=O)NN4CCCCC4,0
1165,4100,CN1N=C(SC1=NC(=O)C)S(=O)(=O)N,1
1166,54618308,C[C@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)NC2CCCCC2)Oc3cc(\C=C\c4ccccc4)ccc3S1(=O)=O,0
1167,11338033,Clc1cccc(Cl)c1C(=O)Nc2c[nH]nc2C(=O)NC3CCNCC3,0
1168,54615666,C[C@H](CO)N1C[C@@H](C)[C@H](CN(C)Cc2ccc(Cl)c(Cl)c2)OCCCC[C@@H](C)Oc3ccc(NC(=O)NC4CCCCC4)cc3C1=O,0
1169,6442177,CO[C@@H]1C[C@H](C[C@@H](C)[C@@H]2CC(=O)[C@H](C)\C=C(/C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(/C)\[C@H](C[C@@H]3CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N4CCCC[C@H]4C(=O)O2)OC)CC[C@H]1OCCO,0
1170,167715,CCCN1CCc2cccc3c2[C@H]1Cc4ccc(O)c(O)c34,0
1171,9813758,Cc1ccc2nc(NCCN)c3ncc(C)n3c2c1,0
1172,5478883,CC(C)C[C@H](NC(=O)[C@H](C)NC(=O)C[C@H](O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CC(C)C)C(C)C)C(C)C)[C@@H](O)CC(=O)O,0
1173,44142114,CNS(=O)(=O)c1ccc2CCc3ccc(cc3C(=O)c2c1)S(=O)(=O)NC,0
1174,23648022,COc1cccc(Nc2nc(NCCO)nc(n2)N3CCCC3)c1,0
1175,44129591,Cc1onc(NC(=O)CS(=O)(=O)c2cn(Cc3cccc(Cl)c3)c4ccccc24)c1,0
1176,54658086,CCCNC(=O)N1C[C@H](O)COC[C@@H]2O[C@H](CC(=O)N[C@H]3CCN(Cc4ccccc4)C3)CC[C@@H]12,0
1177,5280704,OC[C@H]1O[C@@H](Oc2cc(O)c3C(=O)C=C(Oc3c2)c4ccc(O)cc4)[C@H](O)[C@@H](O)[C@@H]1O,0
1178,9829523,CO[C@@H]1[C@@H](C[C@H]2O[C@]1(C)n3c4ccccc4c5c6CNC(=O)c6c7c8ccccc8n2c7c35)N(C)C(=O)c9ccccc9,0
1179,2100018,C(C1CCN(CC1)c2ncnc3sccc23)c4ccccc4,0
1180,1091784,CCn1nccc1C(=O)Nc2nc3ccccc3n2CCN4CCCCC4,0
1181,9804992,CCN(CC)Cc1ccc2cc(COC(=O)Nc3ccc(cc3)C(=O)NO)ccc2c1,0
1182,44142063,Cc1csc(CNc2ncnc3ccc(cc23)c4ccccc4Cl)c1,0
1183,9904001,C\C(=C\CO)\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C,0
1184,44507093,C[C@H](CO)N1C[C@@H](C)[C@@H](CN(C)CC2CCCCC2)Oc3ccc(NC(=O)CCCCCC(=O)Nc4ccccc4N)cc3CC1=O,0
1185,5309153,CCCc1onc(c1)C(=O)N(C2CCCCC2)C3CCCCC3,0
1186,54615004,C[C@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)c2ccccc2)OCCCC[C@H](C)Oc3ccc(NC(=O)c4ccccc4)cc3C1=O,0
1187,5332,COc1cc(NS(=O)(=O)c2ccc(N)cc2)ncn1,1
1188,60191306,CC(C)CC#Cc1ccc(cc1)[C@H]2[C@H](CO)N3[C@H]2CN(CC3=O)C(=O)Nc4cc(F)ccc4F,0
1189,6769,CCOC(=O)Oc1c(OC)cc(cc1OC)C(=O)O[C@@H]2C[C@@H]3CN4CCc5c([nH]c6cc(OC)ccc56)[C@H]4C[C@@H]3[C@@H]([C@H]2OC)C(=O)OC,0
1190,44505678,COc1cccc(c1)S(=O)(=O)N(C)C[C@@H]2Oc3ncc(cc3C(=O)N(C[C@@H]2C)[C@H](C)CO)c4cccc(c4)C(F)(F)F,0
1191,54654305,CCNC(=O)Nc1ccc2OC[C@@H]3O[C@H](CC(=O)N[C@H](C)c4ccccc4)CC[C@@H]3N(C)C(=O)c2c1,0
1192,13817,Cc1cc(ccc1N=Nc2cc(c3ccccc3c2N)S(=O)(=O)O)c4ccc(N=Nc5cc(c6ccccc6c5N)S(=O)(=O)O)c(C)c4,0
1193,5353852,ONC(=O)\C=C\C#Cc1cccc(NS(=O)(=O)c2ccccc2)c1,0
1194,44620892,Clc1ccc(OCCOc2ccc(Br)nc2Br)c(Cl)c1,0
1195,54666537,COc1ccc(cc1)C#Cc2ccc(cc2)[C@@H]3[C@H](CO)N4CCCCN(C)C[C@H]34,0
1196,2159213,Fc1cccc2sc(NC(=O)c3cccs3)nc12,0
1197,121930,Nc1ccc(CCN2CCN(CC2)c3cccc(c3)C(F)(F)F)cc1,1
1198,60185080,Cc1ccccc1S(=O)(=O)N2C[C@@H]3N[C@H](C2)[C@H]3c4ccc(cc4)c5cccc(c5)C#N,0
1199,123630,C[C@]1(Cn2ccnn2)[C@@H](N3[C@@H](CC3=O)S1(=O)=O)C(=O)O,0
1200,1299526,Cc1ccc(cc1)S(=O)(=O)NC(=O)CSc2nc3ccccc3s2,0
1201,6603728,COC(=O)C1=C(C)NC(=C([C@H]1c2ccccc2C(F)(F)F)[N+](=O)[O-])C,1
1202,44496217,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)Cc2ccccc2)Oc3c(NC(=O)c4ccncc4)cccc3C1=O,0
1203,3989078,Cc1c(c2ccccc2n1C)P(=S)(c3ccccc3)c4ccccc4,0
1204,1297252,CC(=O)c1cccc(NC(=O)Nc2nn(Cc3c(F)cccc3Cl)cc2Br)c1,0
1205,658169,CCC1=C(C)NC(=S)C(=C1C)C#N,0
1206,54666657,OC[C@H]1[C@H]([C@@H]2CN(CCCCN12)C(=O)NC3CCCC3)c4ccc(cc4)c5cccnc5,0
1207,44507272,C[C@H](CO)N1C[C@H](C)[C@H](CN(C)Cc2ccc(cc2)C(=O)Nc3ccccc3N)Oc4ccc(NC(=O)C5CCCCC5)cc4CC1=O,0
1208,54618954,C\C=C\c1ccc2c(O[C@@H](CN(C)C(=O)Nc3cccc(F)c3)[C@@H](C)CN([C@@H](C)CO)S2(=O)=O)c1,0
1209,1328217,COc1ccc(c(C)c1)c2nn(cc2\C=C/3\SC(=S)N(CCC(=O)O)C3=O)c4ccccc4,0
1210,9549298,O=C(N1CCC(CC1)N2CCCC2)c3ccc(Nc4nccc(n4)c5cc6ccccc6s5)cc3,0
1211,169682,NCCc1ccc(cc1)S(=O)(=O)N,0
1212,44506647,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2ccc(cc2)C(F)(F)F)Oc3ccc(NC(=O)CCCCCC(=O)Nc4ccccc4N)cc3CC1=O,0
1213,44506101,C[C@H](CO)N1C[C@H](C)[C@H](CN(C)S(=O)(=O)c2cccc(F)c2)Oc3ncc(cc3C1=O)c4oc5ccccc5c4,0
1214,16129706,C[C@@H](O)[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc3c[nH]c4ccccc34)NC(=O)[C@H](Cc5ccccc5)NC(=O)[C@H](Cc6ccccc6)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@H](CO)NC1=O)C(=O)O)NC(=O)CNC(=O)[C@H](C)N)[C@@H](C)O,0
1215,16759925,Cc1ccc2c(c1)c3ccc4cccnc4c3NS2(=O)=O,0
1216,1283913,Clc1cc(NC(=O)CSC2=Nc3ccccc3C(=O)N2)ccc1Br,0
1217,5340,Nc1ccc(cc1)S(=O)(=O)Nc2nccs2,1
1218,50904531,OC(c1ccccc1)(c2ccccc2)c3cn(nn3)C(=O)N4CCc5ccccc5C4,0
1219,4306515,COc1ccc(cc1)n2nc(cc2c3ccc(Cl)cc3)C(F)(F)F,1
1220,60185207,COc1ccc2c3c([C@@H](CO)NCC34CN(Cc5ccccc5Cl)C4)n(C)c2c1,0
1221,6729038,COc1ccc(cc1)C#Cc2ccc3NC(=O)[C@@]4([C@H]([C@H]5N([C@@H]([C@@H](OC5=O)c6ccccc6)c7ccccc7)[C@H]4c8ccc(OCCO)cc8)C(=O)N9CCc%10cc(OC)c(OC)cc%10C9)c3c2,0
1222,443389,CSc1cc2CCN(C(=O)Nc3cccnc3)c2cc1C(F)(F)F,1
1223,3330,FC(F)(F)Oc1ccc(NN=C(C#N)C#N)cc1,0
1224,104999,CCc1c(ncc2[nH]c3cc(OC)c(OC)cc3c12)C(=O)OC,1
1225,54618836,COc1ccc(NC(=O)N(C)C[C@@H]2Oc3cc(ccc3S(=O)(=O)N(C[C@H]2C)[C@@H](C)CO)C#CCC(C)C)cc1,0
1226,9803963,Cc1cc(SCc2sc(nc2C)c3ccc(cc3)C(F)(F)F)ccc1OCC(=O)O,0
1227,46907676,CSc1ccc(cc1)c2cnc(s2)N3CCC(CC3)C(=O)N,0
1228,44602376,Brc1ccc(NC(=O)CN2Sc3ccccc3C2=O)cc1,0
1229,39912,CC(C)Cc1ccc(cc1)[C@H](C)C(=O)O,1
1230,44460126,O=C(OCC#CCSc1oc(nn1)c2cccc3ccccc23)C4CCC4,0
1231,25022668,OC(=O)c1ccc(cc1C2CCCC2)c3c[nH]c4ncc(cc34)c5ccccc5,0
1232,3219,CCOCCn1c(nc2ccccc12)N3CCCN(C)CC3,0
1233,5353431,Cc1ccc(cc1)S(=O)(=O)\C=C\C#N,0
1234,60189201,OC[C@@H]1[C@H]([C@H]2CN(CC(=O)N12)C(=O)C3CCOCC3)c4ccc(cc4)C#CCc5ccccc5,0
1235,54615109,C[C@H](CO)N1C[C@H](C)[C@H](CN(C)Cc2ccc(cc2)C(F)(F)F)OCCCC[C@H](C)Oc3ccc(NS(=O)(=O)c4c(C)onc4C)cc3C1=O,0
1236,44142066,Cc1csc(CNc2ncnc3ccc(cc23)c4cccnc4)c1,0
1237,10446295,CN1CCN(CC1)C(=O)c2nc3ccc(Cl)cc3[nH]2,0
1238,1080352,O=C1Nc2cccc3C(=O)c4ccccc4C(=C1NCCc5ccccc5)c23,0
1239,1901244,Clc1ccc(CN2C(=O)C(=O)c3ccccc23)cc1Cl,1
1240,49766549,COc1ccc(cc1)C(N2CCN(CC2)C(=O)c3noc(C)c3[N+](=O)[O-])c4ccc(OC)cc4,0
1241,14580381,COc1cc2CCN3C[C@@H](CC(C)C)[C@H](O)C[C@@H]3c2cc1OC,0
1242,662619,Clc1ccc(CSc2oc(nn2)c3ccncc3)c(Cl)c1,0
1243,446596,C[C@H](O)[C@H](C)[C@@H]1O[C@H]1C[C@H]2CO[C@@H](C\C(=C\C(=O)OCCCCCCCCC(=O)O)\C)[C@H](O)[C@@H]2O,0
1244,46916206,CC(C)(C)[C@H](NC(=O)c1ccc(cc1)C(F)(F)F)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CC(=O)O)C#N,0
1245,322968,OCC1(CO)N2CCC(CC2)C1=O,1
1246,33630,OC1(CCN(CCCC(c2ccc(F)cc2)c3ccc(F)cc3)CC1)c4ccc(Cl)c(c4)C(F)(F)F,0
